regio2,totalRent,balcony,livingSpace,noRooms
Köln,660.0,1,45.0,2.0
Stuttgart,1350.0,0,55.0,2.0
Stuttgart,451.67,1,12.0,1.0
Köln,880.0,0,65.0,3.0
Stuttgart,1500.0,1,66.0,2.0
Stuttgart,1095.0,0,55.0,2.0
Köln,1957.0,1,157.0,4.5
Stuttgart,1310.0,1,63.0,3.0
Köln,1700.0,1,106.0,2.0
Köln,1151.28,1,84.0,3.0
Stuttgart,1245.0,1,68.0,3.5
Köln,1650.0,1,91.0,3.5
Köln,1200.0,1,90.0,2.0
Köln,1250.0,1,100.0,3.0
Köln,2200.0,1,84.0,3.0
Köln,400.0,0,27.0,1.0
Köln,750.0,0,65.0,3.0
Stuttgart,1800.0,1,76.35,2.0
Köln,1250.0,1,71.8,3.0
Stuttgart,870.0,1,34.0,1.0
Köln,1400.0,1,47.0,2.0
Stuttgart,1840.0,1,101.0,4.5
Köln,931.15,1,78.55,3.0
Köln,1545.0,0,93.0,4.0
Köln,1020.0,1,90.0,3.0
Stuttgart,1250.0,0,45.0,1.0
Stuttgart,870.0,0,42.0,1.0
Köln,1350.0,1,78.4,3.0
Stuttgart,950.0,0,35.0,1.0
Stuttgart,330.0,0,18.0,1.0
Köln,1380.0,1,85.0,2.0
Köln,935.0,1,63.0,2.0
Stuttgart,830.0,0,65.0,4.0
Köln,570.0,0,33.0,1.0
Köln,1330.0,1,84.0,2.0
Köln,1750.0,1,141.0,4.0
Stuttgart,1200.0,1,30.0,1.0
Stuttgart,2790.0,1,114.0,3.0
Köln,699.0,1,26.0,1.0
Köln,799.0,0,34.0,1.0
Köln,895.0,1,70.0,2.0
Stuttgart,995.0,1,56.0,2.0
Stuttgart,1800.0,1,131.0,4.0
Köln,1230.25,1,78.42,2.0
Köln,920.0,1,80.0,3.0
Köln,1050.0,1,80.0,3.0
Köln,600.0,0,20.0,1.0
Köln,1650.0,1,107.0,3.0
Köln,1150.0,0,87.0,3.0
Köln,765.0,1,57.19,2.0
Köln,840.0,0,42.0,1.0
Stuttgart,1310.0,1,91.0,3.5
Stuttgart,2350.0,1,140.0,5.0
Stuttgart,1495.0,1,75.0,3.0
Stuttgart,2400.0,1,85.0,4.5
Köln,685.0,1,38.0,2.0
Köln,1565.0,1,105.0,4.5
Stuttgart,780.0,0,38.0,2.0
Köln,970.0,0,60.0,2.5
Köln,685.0,1,23.14,1.0
Köln,920.0,1,68.0,2.0
Köln,939.8,1,77.68,3.0
Stuttgart,1450.0,1,58.0,2.0
Köln,1121.0,1,55.0,2.0
Stuttgart,1990.0,0,130.0,4.0
Köln,710.0,1,46.0,1.0
Köln,885.0,1,63.0,2.0
Köln,680.0,1,30.0,1.0
Köln,750.0,1,50.0,1.0
Köln,880.0,1,63.0,2.0
Stuttgart,1400.0,0,67.0,2.0
Köln,900.0,1,45.0,2.0
Stuttgart,1400.0,1,60.0,2.0
Köln,1550.0,1,94.0,3.0
Köln,980.0,0,40.0,1.0
Stuttgart,1290.0,0,75.0,4.0
Stuttgart,1350.0,1,48.0,1.0
Köln,950.0,1,65.0,2.0
Köln,1360.0,1,106.0,4.0
Stuttgart,2850.0,1,120.0,3.5
Köln,795.0,0,32.0,1.5
Köln,1160.0,0,80.0,2.0
Stuttgart,2570.0,1,168.0,5.0
Köln,1050.0,0,64.0,3.0
Stuttgart,1760.0,0,109.0,3.0
Köln,1070.0,1,115.0,4.0
Köln,1300.0,1,84.0,3.0
Stuttgart,2050.0,1,147.0,5.0
Stuttgart,1405.0,0,61.0,2.0
Köln,2140.0,1,145.7,5.0
Köln,849.0,0,35.3,1.0
Köln,672.0,0,38.45,1.0
Köln,1517.4,1,100.51,3.0
Köln,2290.0,1,112.0,4.0
Köln,990.0,1,86.0,3.0
Stuttgart,1920.0,1,104.0,3.5
Köln,1450.0,1,100.0,3.0
Köln,810.0,1,33.54,2.0
Stuttgart,800.0,1,52.0,2.0
Köln,840.0,1,53.0,2.0
Köln,460.0,0,27.0,1.0
Köln,585.0,0,29.0,1.0
Köln,1555.0,1,89.08,3.0
Stuttgart,1450.0,0,90.0,4.0
Köln,650.0,0,50.0,1.0
Stuttgart,1690.0,1,80.0,3.0
Köln,1670.0,1,98.0,4.0
Köln,1010.0,1,57.92,2.0
Köln,1100.0,1,86.0,3.0
Köln,600.0,1,36.5,1.0
Stuttgart,1750.0,1,75.0,3.0
Stuttgart,1158.0,1,60.95,2.0
Köln,914.0,1,60.0,2.0
Stuttgart,1150.0,0,35.0,1.0
Köln,850.0,1,79.0,4.0
Köln,465.0,0,43.67,2.0
Köln,1130.0,1,93.0,3.0
Köln,1145.0,0,105.0,4.0
Stuttgart,1825.0,1,87.34,3.0
Köln,750.0,0,85.0,3.0
Stuttgart,1420.0,1,95.0,3.5
Stuttgart,860.0,0,20.0,1.0
Stuttgart,1586.0,1,57.33,2.0
Stuttgart,1000.0,1,34.76,1.0
Stuttgart,1490.0,0,45.0,2.0
Köln,1800.0,1,104.0,4.0
Köln,1295.0,1,119.0,3.0
Köln,1890.0,1,125.0,4.0
Stuttgart,2050.0,0,88.0,3.5
Köln,640.0,0,50.25,2.0
Köln,2830.0,1,161.0,5.0
Stuttgart,1050.0,1,76.0,2.5
Stuttgart,2480.0,1,125.0,4.0
Köln,918.0,1,84.0,2.0
Köln,800.0,0,65.0,3.0
Stuttgart,1180.0,1,60.5,2.0
Stuttgart,720.0,0,10.0,1.0
Köln,965.0,1,70.0,2.0
Stuttgart,2180.0,1,131.0,5.5
Köln,3000.0,1,87.0,3.0
Köln,3940.0,1,130.0,3.0
Stuttgart,820.0,0,40.0,2.0
Stuttgart,590.0,1,16.0,1.0
Köln,1990.0,1,115.0,3.0
Stuttgart,340.0,1,25.0,1.0
Stuttgart,950.0,0,23.0,1.0
Stuttgart,1450.0,1,120.0,4.0
Stuttgart,3100.0,1,127.0,4.0
Stuttgart,1650.0,1,69.0,3.0
Köln,949.0,0,35.0,2.0
Köln,1925.0,1,99.0,2.5
Stuttgart,2400.0,1,170.0,5.0
Stuttgart,1767.0,1,68.0,3.0
Köln,900.0,1,62.5,2.0
Köln,1880.0,1,127.0,4.0
Stuttgart,1400.0,0,117.0,4.5
Köln,870.0,1,49.0,1.5
Köln,1855.0,1,88.0,2.0
Köln,1065.0,1,73.0,2.0
Stuttgart,580.0,0,15.0,1.0
Stuttgart,2300.0,0,115.0,3.0
Stuttgart,2145.0,1,106.0,3.5
Stuttgart,960.0,0,54.0,2.0
Stuttgart,2920.0,1,100.0,4.0
Köln,740.0,0,17.0,1.0
Stuttgart,2500.0,1,129.0,4.0
Köln,1100.0,0,50.0,2.0
Köln,800.0,1,50.0,2.0
Köln,715.0,1,36.0,1.0
Köln,1200.0,0,80.0,2.0
Köln,740.0,0,17.0,1.0
Stuttgart,5510.0,1,192.3,4.0
Köln,784.0,1,78.0,3.0
Stuttgart,1185.0,0,55.0,2.0
Stuttgart,2130.0,1,116.0,3.0
Köln,700.0,1,58.0,3.0
Stuttgart,2490.0,0,135.0,4.0
Stuttgart,1625.0,1,115.0,4.5
Köln,1113.72,1,89.97,4.0
Köln,900.0,0,40.0,1.0
Köln,910.0,1,60.0,2.0
Köln,810.0,0,61.09,2.0
Köln,3534.0,0,193.7,3.5
Köln,1950.0,1,154.0,4.0
Köln,1325.0,1,99.0,3.0
Köln,990.0,1,93.0,3.0
Stuttgart,2045.0,1,119.0,2.5
Stuttgart,790.0,1,18.0,1.0
Köln,690.0,0,49.21,2.0
Köln,715.0,1,62.2,2.0
Köln,880.0,0,16.0,1.0
Stuttgart,2000.0,1,128.0,5.0
Köln,690.0,1,31.5,1.0
Köln,959.0,0,72.0,2.0
Stuttgart,1630.0,1,70.1,2.0
Stuttgart,2380.0,1,143.0,4.0
Köln,580.0,1,50.0,2.0
Stuttgart,1600.0,1,86.0,2.0
Köln,800.0,1,61.95,2.0
Stuttgart,2364.0,1,118.0,3.0
Stuttgart,2588.0,1,140.0,3.5
Köln,856.07,1,76.34,3.0
Köln,1005.0,1,75.0,2.0
Köln,1815.0,1,91.0,3.0
Köln,692.0,0,50.0,3.0
Köln,1144.0,1,77.0,3.0
Köln,1390.0,0,61.0,3.0
Köln,825.0,1,60.0,2.0
Köln,4400.0,1,246.0,4.0
Köln,719.0,0,24.43,1.0
Köln,2775.0,1,132.0,3.0
Köln,1315.0,1,92.91,3.0
Stuttgart,720.0,0,11.0,1.0
Köln,880.0,0,64.0,2.0
Köln,1100.0,1,90.0,3.0
Stuttgart,1445.0,1,79.0,3.0
Stuttgart,1900.0,1,73.0,3.0
Köln,2999.0,1,160.0,4.5
Köln,1255.0,1,93.0,2.0
Stuttgart,1390.0,0,45.0,2.0
Stuttgart,3450.0,1,170.0,5.0
Köln,1075.0,1,77.0,2.5
Stuttgart,1750.0,0,100.0,4.0
Köln,650.0,1,49.0,2.0
Stuttgart,680.0,1,48.0,2.0
Köln,1250.0,1,89.0,3.0
Stuttgart,1300.0,0,67.0,3.0
Köln,1300.0,1,80.0,2.0
Stuttgart,1038.0,0,53.0,1.0
Köln,1000.0,1,50.0,2.0
Stuttgart,1400.0,1,60.02,2.0
Köln,1280.0,1,85.0,3.0
Stuttgart,500.0,0,19.0,1.0
Köln,690.99,0,27.0,1.0
Köln,770.0,1,62.0,2.0
Stuttgart,1352.0,1,109.0,4.0
Köln,525.0,0,32.0,1.5
Stuttgart,950.0,1,55.0,2.0
Stuttgart,2235.0,1,100.0,3.0
Köln,950.0,1,65.0,2.0
Köln,1420.0,1,96.0,3.0
Stuttgart,1375.0,1,85.0,3.0
Stuttgart,1650.0,1,80.0,3.0
Köln,950.0,1,61.0,2.0
Köln,760.0,1,60.0,3.0
Köln,1217.0,1,101.0,4.0
Köln,489.0,0,43.0,1.0
Stuttgart,1050.0,0,70.0,3.0
Köln,520.0,0,18.0,1.0
Köln,955.0,1,40.24,1.0
Köln,1440.0,1,109.0,3.0
Köln,2900.0,1,145.0,3.0
Köln,789.0,1,46.0,1.0
Köln,1220.0,1,88.0,3.0
Köln,1120.0,1,85.61,2.0
Köln,824.0,1,50.0,2.5
Köln,903.5,1,50.0,2.0
Köln,1797.0,1,98.0,3.0
Köln,835.0,0,75.0,4.0
Stuttgart,553.0,1,15.0,1.0
Köln,525.9,1,66.53,2.0
Köln,799.0,0,33.0,1.0
Köln,873.93,1,73.45,4.0
Köln,970.0,0,60.0,2.0
Stuttgart,845.0,0,77.0,4.0
Köln,1549.5,1,91.0,3.0
Köln,1015.0,1,70.0,2.0
